rxn name,EC,Substrate ,kcat value,Organism kcat,equilibrium constant,comment
G1PTT,2.7.7.24,dttp[c]+g1p[c]+h[c],15,Salmonella enterica typhimurium ,,Proteobacteria
G1PTT,,,30.83,Salmonella enterica typhimurium ,,Proteobacteria
G1SAT,5.4.3.8,glu1sa[c],NaN,,,Equilibrium constant unknown
G1SAT_rev,5.4.3.8,5aop[c],0.47,Synechococcus sp. ,,Bacteria
G1SAT_rev,,,0.95,Synechococcus sp. ,,Bacteria
G3PAT120,2.3.1.15,ddcaACP[c]+glyc3p[c],NaN,,,
G3PAT140,2.3.1.15,glyc3p[c]+myrsACP[c],NaN,,,
G3PAT141,2.3.1.15,glyc3p[c]+tdeACP[c],NaN,,,
G3PAT160,2.3.1.15,glyc3p[c]+palmACP[c],NaN,,,
G3PAT161,2.3.1.15,glyc3p[c]+hdeACP[c],NaN,,,
G3PAT180,2.3.1.15,glyc3p[c]+ocdcaACP[c],NaN,,,
G3PAT181,2.3.1.15,glyc3p[c]+octeACP[c],NaN,,,
G3PCtex,,g3pc[e],NaN,,,
G3PCtex_rev,,g3pc[p],NaN,,,
G3PD2,1.1.1.94,glyc3p[c]+nadp[c],NaN,,,
G3PD2_rev,1.1.1.94,dhap[c]+h[c]+nadph[c],NaN,,,
G3PD5,1.1.99.5,glyc3p[c]+q8[c],NaN,,,
G3PD6,1.1.99.5,glyc3p[c]+mqn8[c],NaN,,,
G3PD7,1.1.99.5,2dmmq8[c]+glyc3p[c],NaN,,,
G3PEabcpp,,atp[c]+h2o[c]+g3pe[p],NaN,,,
G3PEtex,,g3pe[e],NaN,,,
G3PEtex_rev,,g3pe[p],NaN,,,
G3PGabcpp,,atp[c]+h2o[c]+g3pg[p],NaN,,,
G3PGtex,,g3pg[e],NaN,,,
G3PGtex_rev,,g3pg[p],NaN,,,
G3PItex,,g3pi[e],NaN,,,
G3PItex_rev,,g3pi[p],NaN,,,
G3PStex,,g3ps[e],NaN,,,
G3PStex_rev,,g3ps[p],NaN,,,
G3PT,,glyc3p[c]+h2o[c],NaN,,,
G5SADs,,glu5sa[c],NaN,,,
G5SD,1.2.1.41,glu5p[c]+h[c]+nadph[c],NaN,,,
G6PDA,3.5.99.6,gam6p[c]+h2o[c],153,Escherichia coli,,
G6PDA,,,158,Escherichia coli,,
G6PDA,,,292,Escherichia coli,,
G6PDH2r,1.1.1.49,g6p[c]+nadp[c],174,Escherichia coli,,
G6PDH2r_rev,1.1.1.49,6pgl[c]+h[c]+nadph[c],67.96875,Escherichia coli,2.56,calculated kcat
G6PP,3.1.3.9,g6p[c]+h2o[c],700,Rattus norvegicus ,,Eukaryota
G6Ptex,,g6p[e],NaN,,,
G6Ptex_rev,,g6p[p],NaN,,,
GAL1Ptex,,gal1p[e],NaN,,,
GAL1Ptex_rev,,gal1p[p],NaN,,,
GALabcpp,,atp[c]+h2o[c]+gal[p],NaN,,,
GALBDtex,,gal-bD[e],NaN,,,
GALBDtex_rev,,gal-bD[p],NaN,,,
GALCTNLtex,,galctn-L[e],NaN,,,
GALCTNLtex_rev,,galctn-L[p],NaN,,,
GALCTNtex,,galctn-D[e],NaN,,,
GALCTNtex_rev,,galctn-D[p],NaN,,,
GALCTt2rpp,,galct-D[p]+h[p],NaN,,,
GALCTt2rpp_rev,,galct-D[c]+h[c],NaN,,,
GALCTtex,,galct-D[e],NaN,,,
GALCTtex_rev,,galct-D[p],NaN,,,
GALKr,2.7.1.6,atp[c]+gal[c],2.61,Streptococcus pneumoniae ,,Bacteria
GALKr,,,146,Bifidobacterium longum,,Bacteria
GALKr_rev,2.7.1.6,adp[c]+gal1p[c]+h[c],0.0317904994,Streptococcus pneumoniae ,82.1,calculated kcat
GALKr_rev,,,1.778319123,Bifidobacterium longum,82.1,calculated kcat
GALM2pp,5.1.3.3,gal-bD[p],4900,'Homo sapiens',[],[]
GALM2pp,,,2600,'Aspergillus niger',[],[]
GALM2pp,,,16500,'Bos taurus',[],[]
GALM2pp,,,13300,'Capsicum frutescens',[],[]
GALT1,,gicolipa[c]+udpg[c],NaN,,,
GALt2pp,,gal[p]+h[p],NaN,,,
GALtex,,gal[e],NaN,,,
GALtex_rev,,gal[p],NaN,,,
GALTtex,,galt[e],NaN,,,
GALTtex_rev,,galt[p],NaN,,,
GALUi,2.7.7.9,g1p[c]+h[c]+utp[c],29.3,Xanthomonas citri ,,Proteobacteria
GALUi,,,40,Xanthomonas citri ,,Proteobacteria
GALURt2rpp,,galur[p]+h[p],NaN,,,
GALURt2rpp_rev,,galur[c]+h[c],NaN,,,
GALURtex,,galur[e],NaN,,,
GALURtex_rev,,galur[p],NaN,,,
GAMAN6Ptex,,gam6p[e],NaN,,,
GAMAN6Ptex_rev,,gam6p[p],NaN,,,
GAMtex,,gam[e],NaN,,,
GAMtex_rev,,gam[p],NaN,,,
GAPD,1.2.1.12,g3p[c]+nad[c]+pi[c],70,Lactococcus lactis ,,Bacteria
GAPD,,,70,Bacillus subtilis ,,Bacteria
GAPD,,,65,Geobacillus stearothermophilus,,Bacteria
GAPD_rev,1.2.1.12,13dpg[c]+h[c]+nadh[c],73.6,Oryza sativa Japonica Group ,,Eukaryota
GARFT,2.1.2.2,10fthf[c]+gar[c],13.5,Escherichia coli,,
GARFT,,,20.7,Escherichia coli,,
GARFT_rev,2.1.2.2,fgam[c]+h[c]+thf[c],96.4285714286,Escherichia coli,0.14,calculated kcat
GARFT_rev,,,147.8571428571,Escherichia coli,0.14,calculated kcat
GART,,atp[c]+for[c]+gar[c],NaN,,,
GBBTNtex,,gbbtn[e],NaN,,,
GBBTNtex_rev,,gbbtn[p],NaN,,,
GCALDD,1.2.1.21,gcald[c]+h2o[c]+nad[c],NaN,,,
GDPDPK,,atp[c]+gdp[c],NaN,,,
GDPMNH,,gdpmann[c]+h2o[c],NaN,,,
GDPMNP,,gdpmann[c]+h2o[c],NaN,,,
GDPtex,,gdp[e],NaN,,,
GDPtex_rev,,gdp[p],NaN,,,
GDPTPDP,3.1.7.2,gdptp[c]+h2o[c],2.97,Mycobacterium tuberculosis ,,Bacteria
GF6PTA,2.6.1.16,f6p[c]+gln-L[c],14.4,Escherichia coli,,
GGGABADr,,ggbutal[c]+h2o[c]+nadp[c],NaN,,,
GGGABADr_rev,,gg4abut[c]+h[c]+nadph[c],NaN,,,
GGGABAH,,gg4abut[c]+h2o[c],NaN,,,
GGPTRCO,,ggptrc[c]+h2o[c]+o2[c],NaN,,,
GGPTRCS,,atp[c]+glu-L[c]+ptrc[c],NaN,,,
GHBDHx,,h[c]+nadh[c]+sucsal[c],NaN,,,
GHBDHx_rev,,ghb[c]+nad[c],NaN,,,
GHMT2r,2.1.2.1,ser-L[c]+thf[c],5,Escherichia coli,,
GHMT2r_rev,2.1.2.1,gly[c]+h2o[c]+mlthf[c],5,Hydrogenobacter thermophilus ,,Bacteria
GK1,2.7.4.8,atp[c]+gmp[c],90,Saccharomyces cerevisiae,,Eukaryota
GK1_rev,2.7.4.8,adp[c]+gdp[c],22.6700251889,Saccharomyces cerevisiae,3.97,calculated
GLBRAN2,2.4.1.18,glycogen[c],NaN,,,
GLCabcpp,,atp[c]+h2o[c]+glc-D[p],NaN,,,
GLCATr,2.3.1.79,accoa[c]+glc-D[c],NaN,,,
GLCATr_rev,2.3.1.79,acglc-D[c]+coa[c],NaN,,,
GLCDpp,,q8[c]+glc-D[p]+h2o[p],NaN,,,
GLCNt2rpp,,glcn[p]+h[p],NaN,,,
GLCNt2rpp_rev,,glcn[c]+h[c],NaN,,,
GLCNtex,,glcn[e],NaN,,,
GLCNtex_rev,,glcn[p],NaN,,,
GLCP,2.4.1.1,glycogen[c]+pi[c],NaN,,,
GLCP2,2.4.1.1,bglycogen[c]+pi[c],NaN,,,
GLCptspp,,pep[c]+glc-D[p],NaN,,,
GLCRt2rpp,,glcr[p]+h[p],NaN,,,
GLCRt2rpp_rev,,glcr[c]+h[c],NaN,,,
GLCRtex,,glcr[e],NaN,,,
GLCRtex_rev,,glcr[p],NaN,,,
GLCS1,2.4.1.21,adpglc[c],235,Phaseolus vulgaris ,,Eukaryota
GLCt2pp,,glc-D[p]+h[p],NaN,,,
GLCtex,,glc-D[e],NaN,,,
GLCtex_rev,,glc-D[p],NaN,,,
GLCtexi,,glc-D[e],NaN,,,
GLCTR1,,icolipa[c]+udpg[c],NaN,,,
GLCTR2,,gagicolipa[c]+udpg[c],NaN,,,
GLCTR3,,ggagicolipa[c]+udpg[c],NaN,,,
GLCUR1Ptex,,glcur1p[e],NaN,,,
GLCUR1Ptex_rev,,glcur1p[p],NaN,,,
GLCURt2rpp,,glcur[p]+h[p],NaN,,,
GLCURt2rpp_rev,,glcur[c]+h[c],NaN,,,
GLCURtex,,glcur[e],NaN,,,
GLCURtex_rev,,glcur[p],NaN,,,
GLDBRAN2,,bglycogen[c],NaN,,,
GLGC,2.7.7.27,atp[c]+g1p[c]+h[c],370,Escherichia coli,,
GLNS,6.3.1.2,atp[c]+glu-L[c]+nh4[c],3,Escherichia coli,,
GLNS,,,6,Escherichia coli,,
GLNtex,,gln-L[e],NaN,,,
GLNtex_rev,,gln-L[p],NaN,,,
GLTPD,,galt1p[c]+nad[c],NaN,,,
GLTPD_rev,,h[c]+nadh[c]+tag6p-D[c],NaN,,,
GLU5K,2.7.2.11,atp[c]+glu-L[c],NaN,,,
GLUabcpp,,atp[c]+h2o[c]+glu-L[p],NaN,,,
GLUABUTt7pp,,4abut[c]+glu-L[p],NaN,,,
GLUABUTt7pp_rev,,glu-L[c]+4abut[p],NaN,,,
GLUCYS,6.3.2.2,atp[c]+cys-L[c]+glu-L[c],46.9,Escherichia coli,,
GLUDC,4.1.1.15,glu-L[c]+h[c],24.85,Escherichia coli,,
GLUDy,1.4.1.4,glu-L[c]+h2o[c]+nadp[c],37.3,Escherichia coli,,
GLUDy_rev,1.4.1.4,akg[c]+h[c]+nadph[c]+nh4[c],24866666.6666667,Escherichia coli,1.50E-006,calculated kcat
GLUN,3.5.1.2,gln-L[c]+h2o[c],91.4,Escherichia coli,,
GLUN,,,101,Escherichia coli,,
GLUPRT,2.4.2.14,gln-L[c]+h2o[c]+prpp[c],NaN,,,
GLUR,5.1.1.3,glu-D[c],43.33,Escherichia coli,,
GLUR_rev,5.1.1.3,glu-L[c],0.41,Escherichia coli,,
GLUSy,1.4.1.13,akg[c]+gln-L[c]+h[c]+nadph[c],NaN,,,
GLUt2rpp,,glu-L[p]+h[p],NaN,,,
GLUt2rpp_rev,,glu-L[c]+h[c],NaN,,,
GLUt4pp,,glu-L[p]+na1[p],NaN,,,
GLUtex,,glu-L[e],NaN,,,
GLUtex_rev,,glu-L[p],NaN,,,
GLUTRR,,glutrna[c]+h[c]+nadph[c],NaN,,,
GLUTRS,6.1.1.17,atp[c]+glu-L[c]+trnaglu[c],2.2,Escherichia coli,,
GLXCL,4.1.1.47,glx[c]+h[c],18.9,Escherichia coli,,
GLYALDtex,,glyald[e],NaN,,,
GLYALDtex_rev,,glyald[p],NaN,,,
GLYALDtpp,,glyald[p],NaN,,,
GLYALDtpp_rev,,glyald[c],NaN,,,
GLYAT,2.3.1.29,accoa[c]+gly[c],NaN,,,
GLYAT_rev,2.3.1.29,2aobut[c]+coa[c],NaN,,,
GLYBtex,,glyb[e],NaN,,,
GLYBtex_rev,,glyb[p],NaN,,,
GLYC2Ptex,,glyc2p[e],NaN,,,
GLYC2Ptex_rev,,glyc2p[p],NaN,,,
GLYC3Pabcpp,,atp[c]+h2o[c]+glyc3p[p],NaN,,,
GLYC3Pt6pp,,pi[c]+glyc3p[p],NaN,,,
GLYC3Ptex,,glyc3p[e],NaN,,,
GLYC3Ptex_rev,,glyc3p[p],NaN,,,
GLYCAt2rpp,,glyc-R[p]+h[p],NaN,,,
GLYCAt2rpp_rev,,glyc-R[c]+h[c],NaN,,,
GLYCAtex,,glyc-R[e],NaN,,,
GLYCAtex_rev,,glyc-R[p],NaN,,,
GLYCDx,1.1.1.6,glyc[c]+nad[c],NaN,,,
GLYCK,2.7.1.31,atp[c]+glyc-R[c],350,Escherichia coli,,
GLYCK2,2.7.1.31,atp[c]+glyc-R[c],350,Escherichia coli,,
GLYCL,,gly[c]+nad[c]+thf[c],NaN,,,
GLYCLTDx,,glx[c]+h[c]+nadh[c],NaN,,,
GLYCLTDy,1.1.1.26,glx[c]+h[c]+nadph[c],NaN,,,
GLYCLTt2rpp,,glyclt[p]+h[p],NaN,,,
GLYCLTt2rpp_rev,,glyclt[c]+h[c],NaN,,,
GLYCLTt4pp,,glyclt[p]+na1[p],NaN,,,
GLYCLTtex,,glyclt[e],NaN,,,
GLYCLTtex_rev,,glyclt[p],NaN,,,
GLYCtex,,glyc[e],NaN,,,
GLYCtex_rev,,glyc[p],NaN,,,
GLYCTO2,,glyclt[c]+q8[c],NaN,,,
GLYCTO3,,glyclt[c]+mqn8[c],NaN,,,
GLYCTO4,,2dmmq8[c]+glyclt[c],NaN,,,
GLYCtpp,,glyc[c],NaN,,,
GLYCtpp_rev,,glyc[p],NaN,,,
GLYK,2.7.1.30,atp[c]+glyc[c],1670,Candida mycoderma ,,Eukaryota
GLYOX,3.1.2.6,h2o[c]+lgt-S[c],394.9,Salmonella enterica,,Proteobacteria
GLYOX,,,209.9,Salmonella enterica,,Proteobacteria
GLYOX,,,168.8,Salmonella enterica,,Proteobacteria
GLYOX,,,170,Salmonella enterica,,Proteobacteria
GLYOX,,,16,Salmonella enterica,,Proteobacteria
GLYOX,,,26.7,Salmonella enterica,,Proteobacteria
GLYOX,,,149.9,Salmonella enterica,,Proteobacteria
GLYOX3,,h2o[c]+mthgxl[c],NaN,,,
GLYt2pp,,gly[p]+h[p],NaN,,,
GLYt2rpp,,gly[p]+h[p],NaN,,,
GLYt2rpp_rev,,gly[c]+h[c],NaN,,,
GLYt4pp,,gly[p]+na1[p],NaN,,,
GLYtex,,gly[e],NaN,,,
GLYtex_rev,,gly[p],NaN,,,
GMHEPAT,,atp[c]+gmhep1p[c]+h[c],NaN,,,
GMHEPK,,atp[c]+gmhep7p[c],NaN,,,
GMHEPPA,,gmhep17bp[c]+h2o[c],NaN,,,
GMPR,1.7.1.7,gmp[c]+h[c]+nadph[c],NaN,,,
GMPS2,6.3.5.2,atp[c]+gln-L[c]+h2o[c]+xmp[c],2.39,Mycobacterium tuberculosis ,,Bacteria
GMPtex,,gmp[e],NaN,,,
GMPtex_rev,,gmp[p],NaN,,,
GND,1.1.1.44,6pgc[c]+nadp[c],98,Trypanosoma cruzi ,,Eukaryota
GNK,2.7.1.12,atp[c]+glcn[c],NaN,,,
GPDDA2,3.1.4.46,g3pe[c]+h2o[c],1.1,Escherichia coli,,
GPDDA2pp,3.1.4.46,g3pe[p]+h2o[p],1.1,Escherichia coli,,
GPDDA4,3.1.4.46,g3pg[c]+h2o[c],3.3,Escherichia coli,,
GPDDA4pp,3.1.4.46,g3pg[p]+h2o[p],3.3,Escherichia coli,,
GRTT,2.5.1.10,grdp[c]+ipdp[c],0.2,Mycobacterium tuberculosis ,,Bacteria
GRTT,,,0.49,Mycobacterium tuberculosis ,,Bacteria
GRXR,1.8.4.2,grxox[c]+gthrd[c],NaN,,,
GSNK,,atp[c]+gsn[c],NaN,,,
GSNtex,,gsn[e],NaN,,,
GSNtex_rev,,gsn[p],NaN,,,
GSPMDA,3.5.1.78,gtspmd[c]+h2o[c],2.1,Escherichia coli,,
GSPMDS,6.3.1.8,atp[c]+gthrd[c]+spmd[c],NaN,,,
GTHOr,1.8.1.7,gthox[c]+h[c]+nadph[c],733.3,Escherichia coli,,
GTHOr_rev,1.8.1.7,gthrd[c]+nadp[c],6.6663636364,Escherichia coli,1.10E+002,calculated kcat
GTHOXtex,,gthox[e],NaN,,,
GTHOXtex_rev,,gthox[p],NaN,,,
GTHPi,1.11.1.9,gthrd[c]+h2o2[c],221.7,Homo sapiens,,Eukaryota
GTHPi,,,293.3,Homo sapiens,,Eukaryota
GTHPi,,,361.7,Homo sapiens,,Eukaryota
GTHPi,,,408.3,Homo sapiens,,Eukaryota
GTHRDabc2pp,,atp[c]+gthrd[c]+h2o[c],NaN,,,
GTHRDabcpp,,atp[c]+h2o[c]+gthrd[p],NaN,,,
GTHRDHpp,,gthrd[p]+h2o[p],NaN,,,
GTHRDtex,,gthrd[e],NaN,,,
GTHRDtex_rev,,gthrd[p],NaN,,,
GTHS,6.3.2.3,atp[c]+glucys[c]+gly[c],0.87,Pseudoalteromonas haloplanktis ,,Proteobacteria
GTHS,,,1.85,Pseudoalteromonas haloplanktis ,,Proteobacteria
GTHS,,,2.42,Pseudoalteromonas haloplanktis ,,Proteobacteria
GTHS,,,4.72,Pseudoalteromonas haloplanktis ,,Proteobacteria
GTHS,,,4.99,Pseudoalteromonas haloplanktis ,,Proteobacteria
GTHS,,,5.32,Pseudoalteromonas haloplanktis ,,Proteobacteria
GTHS,,,25.5,Pasteurella multocida ,,Proteobacteria
GTPCI,3.5.4.16,gtp[c]+h2o[c],0.0035,Thermus thermophilus,,Bacteria
GTPCII2,,gtp[c]+h2o[c],NaN,,,
GTPDPDP,3.6.1.40,gdptp[c]+h2o[c],0.023,Escherichia coli,,
GTPDPK,2.7.6.5,atp[c]+gtp[c],NaN,,,
GTPHs,,gtp[c]+h[c]+h2o[c],NaN,,,
GTPtex,,gtp[e],NaN,,,
GTPtex_rev,,gtp[p],NaN,,,
GUACYC,4.6.1.2,gtp[c],NaN,,,
GUAD,3.5.4.3,gua[c]+h[c]+h2o[c],3.9,Blastobotrys adeninivorans,,Eukaryota
GUAPRT,2.4.2.8,gua[c]+prpp[c],0.193,Mycobacterium tuberculosis ,,Bacteria
GUAt2pp,,gua[p]+h[p],NaN,,,
GUAtex,,gua[e],NaN,,,
GUAtex_rev,,gua[p],NaN,,,
GUAtpp,,gua[p],NaN,,,
GUAtpp_rev,,gua[c],NaN,,,
GUI1,5.3.1.12,glcur[c],196,Escherichia coli,,
GUI1_rev,5.3.1.12,fruur[c],245.3066332916,Escherichia coli,0.799,calculated kcat
GUI2,5.3.1.12,galur[c],2.4,Bacillus halodurans ,,Bacteria
GUI2_rev,5.3.1.12,tagur[c],4.2179261863,Bacillus halodurans ,0.569,calculated kcat
H2O2tex,,h2o2[e],NaN,,,
H2O2tex_rev,,h2o2[p],NaN,,,
H2Otex,,h2o[e],NaN,,,
H2Otex_rev,,h2o[p],NaN,,,
H2Otpp,,h2o[p],NaN,,,
H2Otpp_rev,,h2o[c],NaN,,,
H2SO,,h2s[c]+o2[c],NaN,,,
H2St1pp,,h2s[c],NaN,,,
H2Stex,,h2s[e],NaN,,,
H2Stex_rev,,h2s[p],NaN,,,
H2tex,,h2[e],NaN,,,
H2tex_rev,,h2[p],NaN,,,
H2tpp,,h2[p],NaN,,,
H2tpp_rev,,h2[c],NaN,,,
HACD1,1.1.1.35,aacoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD1_rev,1.1.1.35,3hbcoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HACD2,1.1.1.35,3ohcoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD2_rev,1.1.1.35,3hhcoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HACD3,1.1.1.35,3oocoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD3_rev,1.1.1.35,3hocoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HACD4,1.1.1.35,3odcoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD4_rev,1.1.1.35,3hdcoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HACD5,1.1.1.35,3oddcoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD5_rev,1.1.1.35,3hddcoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HACD6,1.1.1.35,3otdcoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD6_rev,1.1.1.35,3htdcoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HACD7,1.1.1.35,3ohdcoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD7_rev,1.1.1.35,3hhdcoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HACD8,1.1.1.35,3oodcoa[c]+h[c]+nadh[c],0.189, Mycobacterium tuberculosis ,,Bacteria
HACD8_rev,1.1.1.35,3hodcoa[c]+nad[c],0.004, Mycobacterium tuberculosis ,,Bacteria
HADPCOADH3,,3hadpcoa[c]+nad[c],NaN,,,
HADPCOADH3_rev,,h[c]+nadh[c]+oxadpcoa[c],NaN,,,
HBZOPT,,4hbz[c]+octdp[c],NaN,,,
HCINNMt2rpp,,3hcinnm[p]+h[p],NaN,,,
HCINNMt2rpp_rev,,3hcinnm[c]+h[c],NaN,,,
HCINNMtex,,3hcinnm[e],NaN,,,
HCINNMtex_rev,,3hcinnm[p],NaN,,,
HCO3E,4.2.1.1,co2[c]+h2o[c],89000,Halothiobacillus neapolitanus,,Proteobacteria
HCO3E_rev,4.2.1.1,h[c]+hco3[c],46000,Halothiobacillus neapolitanus,,Proteobacteria
HCYSMT,2.1.1.10,amet[c]+hcys-L[c],,,,
HEPK1,,atp[c]+hhlipa[c],NaN,,,
HEPK2,,atp[c]+hphhlipa[c],NaN,,,
HEPT1,,adphep-LD[c]+lipa[c],NaN,,,
HEPT2,,adphep-LD[c]+hlipa[c],NaN,,,
HEPT3,,adphep-LD[c]+phhlipa[c],NaN,,,
HEPT4,,adphep-LD[c]+gggagicolipa[c],NaN,,,
HEX1,2.7.1.1,atp[c]+glc-D[c],3.32,Toxoplasma gondii ,,Eukaryota
HEX1,,,3.5,Solanum chacoense ,,Eukaryota
HEX1,,,53.2,Mus musculus ,,Eukaryota
HEX1,,,54,Homo sapiens,,Eukaryota
HEX1,,,62.3,Homo sapiens,,Eukaryota
HEX4,2.7.1.7,atp[c]+man[c],NaN,,,
HEX7,2.7.1.1,atp[c]+fru[c],3.32,Toxoplasma gondii ,,Eukaryota
HEX7,,,3.5,Solanum chacoense ,,Eukaryota
HEX7,,,53.2,Mus musculus ,,Eukaryota
HEX7,,,54,Homo sapiens,,Eukaryota
HEX7,,,62.3,Homo sapiens,,Eukaryota
HEXt2rpp,,h[p]+hxa[p],NaN,,,
HEXt2rpp_rev,,h[c]+hxa[c],NaN,,,
HG2tex,,hg2[e],NaN,,,
HG2tex_rev,,hg2[p],NaN,,,
HISabcpp,,atp[c]+h2o[c]+his-L[p],NaN,,,
HISt2rpp,,h[p]+his-L[p],NaN,,,
HISt2rpp_rev,,h[c]+his-L[c],NaN,,,
HISTD,1.1.1.23,h2o[c]+histd[c]+nad[c],1.1,Brassica oleracea ,,Eukaryota
HIStex,,his-L[e],NaN,,,
HIStex_rev,,his-L[p],NaN,,,
HISTP,3.1.3.15,h2o[c]+hisp[c],960,Escherichia coli,,
HISTP,,,1410,Escherichia coli,,
HISTP,,,2140,Escherichia coli,,
HMBS,4.3.1.8,h2o[c]+ppbng[c],NaN,,,
HOMt2pp,,hom-L[c]+h[p],NaN,,,
HOMtex,,hom-L[e],NaN,,,
HOMtex_rev,,hom-L[p],NaN,,,
HPPK2,2.7.6.3,6hmhpt[c]+atp[c],NaN,,,
HPPPNt2rpp,,3hpppn[p]+h[p],NaN,,,
HPPPNt2rpp_rev,,3hpppn[c]+h[c],NaN,,,
HPPPNtex,,3hpppn[e],NaN,,,
HPPPNtex_rev,,3hpppn[p],NaN,,,
HPYRI,5.3.1.22,hpyr[c],NaN,,,
HPYRI_rev,5.3.1.22,2h3oppan[c],NaN,,,
HPYRRx,,h[c]+hpyr[c]+nadh[c],NaN,,,
HPYRRy,,h[c]+hpyr[c]+nadph[c],NaN,,,
HSDy,1.1.1.3,hom-L[c]+nadp[c],0.24,Escherichia coli,,
HSDy_rev,1.1.1.3,aspsa[c]+h[c]+nadph[c],2.8,Glycine max ,,Eukaryota
HSDy_rev,,,11.58,Glycine max ,,Eukaryota
HSDy_rev,,,12.98,Glycine max ,,Eukaryota
HSK,2.7.1.39,atp[c]+hom-L[c],18.3,Escherichia coli,,
HSST,2.3.1.46,hom-L[c]+succoa[c],36.72,Escherichia coli,,
HSST,,,130,Escherichia coli,,
HSTPT,2.6.1.9,glu-L[c]+imacp[c],NaN,,,
Htex,,h[e],NaN,,,
Htex_rev,,h[p],NaN,,,
HXAND,,h2o[c]+hxan[c]+nad[c],NaN,,,
HXAtex,,hxa[e],NaN,,,
HXAtex_rev,,hxa[p],NaN,,,
HXCT,2.8.3.8,accoa[c]+hxa[c],NaN,,,
HXPRT,2.4.2.8,hxan[c]+prpp[c],7.97,Caldanaerobacter subterraneus ,,Bacteria
HXPRT,,,15.9,Caldanaerobacter subterraneus ,,Bacteria
HXPRT,,,0.89,Mycobacterium tuberculosis ,,Bacteria
HXPRT,,,0.9,Mycobacterium tuberculosis ,,Bacteria
HYPOE,,h2o[c]+pyam5p[c],NaN,,,
HYXNtex,,hxan[e],NaN,,,
HYXNtex_rev,,hxan[p],NaN,,,
HYXNtpp,,hxan[p],NaN,,,
HYXNtpp_rev,,hxan[c],NaN,,,
I2FE2SR,,2fe1s[c]+iscssh[c]+iscu[c],NaN,,,
I2FE2SS,,fadh2[c]+fe2[c]+iscssh[c]+iscu[c],NaN,,,
I2FE2SS2,,fadh2[c]+fe2[c]+iscssh[c]+iscu-2fe2s[c],NaN,,,
I2FE2ST,,h[c]+iscu-2fe2s[c],NaN,,,
I4FE4SR,,fadh2[c]+h[c]+iscu-2fe2s2[c],NaN,,,
I4FE4ST,,h[c]+iscu-4fe4s[c],NaN,,,
ICDHyr,1.1.1.42,icit[c]+nadp[c],88.1,Escherichia coli,,
ICDHyr,,,106.4,Escherichia coli,,
ICDHyr_rev,1.1.1.42,akg[c]+co2[c]+nadph[c],1153.1413612566,Escherichia coli,0.0764,calculated kcat
ICDHyr_rev,,,1392.6701570681,Escherichia coli,0.0764,calculated kcat
ICHORS,5.4.99.6,chor[c],NaN,,,
ICHORS_rev,5.4.99.6,ichor[c],NaN,,,
ICHORSi,,chor[c],NaN,,,
ICHORT,3.3.2.1,h2o[c]+ichor[c],10,Escherichia coli,,
ICL,4.1.3.1,icit[c],5.24,Mycobacterium tuberculosis,,Bacteria
ICL,,,1.38,Mycobacterium tuberculosis,,Bacteria
ICL,,,24,Geobacillus stearothermophilus,,Bacteria
ICL,,,122,Pseudomonas indigofera,,Bacteria
ICL,,,28.5,Colwellia psychrerythraea 34H,,Bacteria
ICYSDS,,cys-L[c]+iscs[c],NaN,,,
IDOND,,5dglcn[c]+h[c]+nadh[c],NaN,,,
IDOND_rev,,idon-L[c]+nad[c],NaN,,,
IDOND2,,5dglcn[c]+h[c]+nadph[c],NaN,,,
IDONt2rpp,,h[p]+idon-L[p],NaN,,,
IDONt2rpp_rev,,h[c]+idon-L[c],NaN,,,
IDONtex,,idon-L[e],NaN,,,
IDONtex_rev,,idon-L[p],NaN,,,
IG3PS,,gln-L[c]+prlp[c],NaN,,,
IGPDH,4.2.1.19,eig3p[c],1000,Mycobacterium tuberculosis ,,Bacteria
IGPS,4.1.1.48,2cpr5p[c]+h[c],1.2,Escherichia coli,,
IGPS,,,4.1,Escherichia coli,,
IGPS,,,9.3,Escherichia coli,,
ILEabcpp,,atp[c]+h2o[c]+ile-L[p],NaN,,,
ILEt2rpp,,h[p]+ile-L[p],NaN,,,
ILEt2rpp_rev,,h[c]+ile-L[c],NaN,,,
ILETA,2.6.1.42,akg[c]+ile-L[c],48,Escherichia coli,,
